City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
0,Bambous Virieux,MU,-20.3428,57.7575,80.85,83,75,10.36,light rain
1,Praia Da Vitoria,PT,38.7333,-27.0667,64.65,68,20,11.3,few clouds
2,Saint George,US,37.1041,-113.5841,45.36,40,0,0.0,clear sky
3,Cape Town,ZA,-33.9258,18.4232,80.11,55,0,18.41,clear sky
4,Hervey Bay,AU,-25.2986,152.8535,66.31,78,63,17.31,broken clouds
5,Keti Bandar,PK,24.1447,67.4497,71.71,76,0,10.0,clear sky
6,Saint-Denis,FR,48.9167,2.3333,51.51,55,0,11.5,clear sky
7,Pampas,PE,-12.4,-74.9,57.67,67,90,6.76,overcast clouds
8,Port Moresby,PG,-9.4431,147.1797,76.42,88,20,3.44,few clouds
9,Tymovskoye,RU,50.8456,142.655,8.01,96,100,4.41,light snow
10,Maiduguri,NG,11.8464,13.1603,84.74,16,39,13.56,scattered clouds
11,Ushuaia,AR,-54.8,-68.3,67.66,52,0,4.61,clear sky
12,Chuy,UY,-33.6971,-53.4616,73.45,59,75,15.57,broken clouds
13,Anadyr,RU,64.75,177.4833,-23.3,76,0,4.47,clear sky
14,Lorengau,PG,-2.0226,147.2712,81.19,81,100,4.76,overcast clouds
15,Torbay,CA,47.6666,-52.7314,20.88,72,17,5.99,few clouds
16,Phangnga,TH,8.4509,98.5298,86.92,90,68,2.15,light rain
17,Nianzishan,CN,47.5167,122.8833,7.95,84,5,4.18,clear sky
18,Pangnirtung,CA,66.1451,-65.7125,-29.2,62,75,0.0,broken clouds
19,Vila Franca Do Campo,PT,37.7167,-25.4333,63.01,69,67,10.04,broken clouds
20,Ostrovnoy,RU,68.0531,39.5131,15.53,87,99,19.51,overcast clouds
21,Maningrida,AU,-12.0667,134.2667,79.38,84,98,4.99,overcast clouds
22,Barra Do Garcas,BR,-15.89,-52.2567,82.98,74,75,3.58,broken clouds
23,Kagoro,NG,9.6,8.3833,91.96,10,72,7.49,broken clouds
24,Xifeng,CN,42.7372,124.7222,15.44,58,21,5.19,few clouds
25,Hobart,AU,-42.8794,147.3294,62.46,75,75,9.22,broken clouds
26,Saskylakh,RU,71.9167,114.0833,-12.06,95,91,10.29,overcast clouds
27,Contamana,PE,-7.3333,-75.0167,76.68,86,99,2.15,moderate rain
28,Kaitangata,NZ,-46.2817,169.8464,52.93,82,24,2.55,few clouds
29,Busselton,AU,-33.65,115.3333,61.05,75,93,6.55,overcast clouds
30,Qaanaaq,GL,77.484,-69.3632,0.16,67,100,6.78,overcast clouds
31,Pevek,RU,69.7008,170.3133,-26.73,98,24,1.99,few clouds
32,New Norfolk,AU,-42.7826,147.0587,62.1,71,2,1.05,clear sky
33,Lagoa,PT,39.05,-27.9833,59.36,67,0,11.39,clear sky
34,Vostok,RU,46.4856,135.8833,-4.67,99,100,3.94,overcast clouds
35,Bluff,NZ,-46.6,168.3333,46.8,86,12,5.99,few clouds
36,Te Anau,NZ,-45.4167,167.7167,44.26,91,1,1.25,clear sky
37,Port Alfred,ZA,-33.5906,26.891,78.46,75,0,11.14,clear sky
38,Rio Linda,US,38.691,-121.4486,59.41,82,0,6.91,mist
39,Carnarvon,AU,-24.8667,113.6333,75.27,64,0,20.71,clear sky
40,Nikolskoye,RU,59.7035,30.7861,34.88,98,100,6.89,snow
41,Fasa,IR,28.9383,53.6482,49.24,34,0,0.0,clear sky
42,Cabo San Lucas,MX,22.8909,-109.9124,66.51,73,0,5.75,clear sky
43,Port-Gentil,GA,-0.7193,8.7815,81.12,76,75,7.7,broken clouds
44,Tuatapere,NZ,-46.1333,167.6833,46.81,90,3,4.32,clear sky
45,Lovozero,RU,68.005,35.0117,5.2,95,82,6.89,broken clouds
46,Kavaratti,IN,10.5669,72.642,78.6,69,21,11.25,few clouds
47,Vetas,CO,7.3091,-72.8712,38.48,82,80,0.74,broken clouds
48,Jumla,NP,29.2747,82.1838,30.22,91,7,5.57,clear sky
49,Torquay,GB,50.4638,-3.5143,53.85,94,46,10.0,scattered clouds
50,Kodiak,US,57.79,-152.4072,24.31,74,0,3.44,clear sky
51,Santa Rosa,PH,14.3122,121.1114,79.11,84,99,12.48,overcast clouds
52,Vanavara,RU,60.34,102.2797,-4.25,95,98,7.31,overcast clouds
53,Punta Arenas,CL,-53.15,-70.9167,60.82,87,0,11.5,clear sky
54,Mahebourg,MU,-20.4081,57.7,80.89,83,75,10.36,broken clouds
55,Uppsala,SE,60.0,17.75,32.79,74,21,6.91,few clouds
56,Sioux Lookout,CA,50.1001,-91.917,-0.02,84,100,5.75,overcast clouds
57,Nizhniy Ingash,RU,56.2,96.53,11.62,95,99,6.44,overcast clouds
58,Bojnurd,IR,37.4747,57.329,31.95,69,0,2.3,clear sky
59,Egvekinot,RU,66.3167,-179.1667,-20.56,84,7,12.62,clear sky
60,Hamilton,US,39.1834,-84.5333,36.61,77,75,8.05,broken clouds
61,Tasiilaq,GL,65.6145,-37.6368,24.96,56,100,50.76,overcast clouds
62,Caravelas,BR,-17.7125,-39.2481,86.2,60,75,9.48,broken clouds
63,Mehamn,NO,71.0357,27.8492,21.11,87,99,10.85,overcast clouds
64,Arraial Do Cabo,BR,-22.9661,-42.0278,91.26,52,40,14.97,scattered clouds
65,Vila Velha,BR,-20.3297,-40.2925,85.95,72,75,11.99,broken clouds
66,Nemuro,JP,43.3236,145.575,21.6,79,29,7.43,scattered clouds
67,Linqiong,CN,30.4159,103.4609,39.02,96,100,4.47,moderate rain
68,Airai,TL,-8.9266,125.4092,61.81,93,93,1.54,overcast clouds
69,Belmonte,BR,-15.8631,-38.8828,84.7,62,21,10.27,few clouds
70,Kapaa,US,22.0752,-159.319,71.92,74,40,14.97,scattered clouds
71,Ketchikan,US,55.3422,-131.6461,43.27,81,100,11.5,light rain
72,Kings Mountain,US,35.2451,-81.3412,34.77,83,100,6.91,mist
73,Carutapera,BR,-1.195,-46.02,84.02,72,94,7.25,overcast clouds
74,Palora,EC,-1.7,-77.9333,68.11,88,100,0.74,light rain
75,Watertown,US,42.3709,-71.1828,37.02,85,100,1.01,overcast clouds
76,Mwinilunga,ZM,-11.7358,24.4293,65.89,94,100,4.32,light rain
77,Khatanga,RU,71.9667,102.5,-18.92,97,100,10.49,overcast clouds
78,Razole,IN,16.4833,81.8333,69.78,82,11,3.98,few clouds
79,Healdsburg,US,38.6105,-122.8692,54.9,100,100,3.44,fog
80,Zaozerne,UA,45.1582,33.2787,47.1,81,100,24.11,overcast clouds
81,Yellowknife,CA,62.456,-114.3525,-3.59,88,100,11.5,light snow
82,Tura,IN,25.5198,90.2201,53.76,73,6,3.09,clear sky
83,Cap-Aux-Meules,CA,47.3821,-61.8597,24.85,74,100,21.85,overcast clouds
84,Touros,BR,-5.1989,-35.4608,88.7,53,53,13.78,broken clouds
85,Dingle,PH,10.9995,122.6711,75.69,88,11,9.31,few clouds
86,Tara,RU,56.8944,74.371,7.16,87,24,8.32,few clouds
87,Bengkulu,ID,-3.8004,102.2655,75.94,88,66,6.38,moderate rain
88,Rundu,NA,-17.9333,19.7667,76.24,55,87,6.8,overcast clouds
89,Paamiut,GL,61.994,-49.6678,6.76,89,100,29.46,light snow
90,Kizema,RU,61.113,44.8302,8.91,97,75,5.44,broken clouds
91,Liepaja,LV,56.5419,21.0367,37.38,81,75,5.75,broken clouds
92,Nouadhibou,MR,20.931,-17.0347,73.38,64,52,10.36,broken clouds
93,Kanda,JP,33.7833,130.9833,39.25,75,75,3.44,broken clouds
94,Amazar,RU,53.858,120.875,-10.03,96,12,3.11,few clouds
95,Magistralnyy,RU,56.1725,107.4458,8.35,97,100,3.29,overcast clouds
96,Iqaluit,CA,63.7506,-68.5145,-18.31,75,100,6.91,light snow
97,Tiksi,RU,71.6872,128.8694,-23.91,99,95,8.01,overcast clouds
98,Clyde River,CA,70.4692,-68.5914,-36.17,67,20,4.61,few clouds
99,Faanui,PF,-16.4833,-151.75,81.28,75,98,19.48,light rain
100,Nanortalik,GL,60.1432,-45.2371,13.03,72,100,48.21,overcast clouds
101,Norman Wells,CA,65.282,-126.8329,-18.36,63,75,18.41,light snow
102,Tshikapa,CD,-6.4167,20.8,81.7,74,65,4.25,light rain
103,Tahe,CN,52.3333,124.7333,-7.19,100,81,3.62,broken clouds
104,Thompson,CA,55.7435,-97.8558,5.16,85,100,8.05,overcast clouds
105,Avarua,CK,-21.2078,-159.775,77.05,78,90,9.22,overcast clouds
106,Svetlyy,RU,54.675,20.1347,37.45,87,14,16.82,few clouds
107,Hilo,US,19.7297,-155.09,67.8,86,40,7.0,light rain
108,Rio Branco,BR,-9.9747,-67.81,81.21,83,75,2.3,broken clouds
109,Rio Grande,BR,-32.035,-52.0986,78.91,48,5,18.25,clear sky
110,Naze,JP,28.3667,129.4833,59.2,77,100,19.66,overcast clouds
111,Ribeira Grande,PT,38.5167,-28.7,63.0,72,40,18.41,scattered clouds
112,Erenhot,CN,43.6475,111.9767,5.5,85,5,5.97,clear sky
113,Gigmoto,PH,13.7796,124.39,78.33,86,54,14.67,broken clouds
114,Nome,US,64.5011,-165.4064,-9.33,49,0,23.02,clear sky
115,Victoria,HK,22.2855,114.1577,65.32,83,93,8.01,overcast clouds
116,Ancud,CL,-41.8697,-73.8203,74.23,64,62,6.53,broken clouds
117,Saint-Philippe,RE,-21.3585,55.7679,80.19,87,100,12.82,light rain
118,Thiruvananthapuram,IN,8.4833,76.9167,82.38,78,20,0.0,mist
119,Jalu,LY,29.0331,21.5482,66.61,22,28,3.24,scattered clouds
120,Baiyin,CN,36.5583,104.2081,4.08,50,17,4.65,few clouds
121,Sur,OM,22.5667,59.5289,69.53,61,0,5.75,clear sky
122,Mar Del Plata,AR,-38.0023,-57.5575,66.22,74,100,15.01,overcast clouds
123,Skibbereen,IE,51.55,-9.2667,54.1,83,100,19.28,overcast clouds
124,Georgiyevka,KZ,43.0369,74.7114,32.04,93,75,11.18,broken clouds
125,Atuona,PF,-9.8,-139.0333,78.48,76,30,18.45,scattered clouds
126,Asau,RO,46.4333,26.4,45.52,70,100,8.1,overcast clouds
127,San Quintin,MX,30.4833,-115.95,62.31,32,0,1.63,clear sky
128,Ndjole,GA,-0.1783,10.7649,89.38,48,86,0.98,overcast clouds
129,Opuwo,NA,-18.0607,13.84,74.8,59,99,4.56,light rain
130,Saa,CM,4.3667,11.45,95.77,13,42,3.8,scattered clouds
131,Sao Filipe,CV,14.8961,-24.4956,74.21,71,1,6.91,clear sky
132,Belozerskoye,RU,55.8214,65.5842,1.24,98,11,4.79,few clouds
133,Coffs Harbour,AU,-30.3,153.1333,66.16,81,40,12.66,scattered clouds
134,Mount Gambier,AU,-37.8333,140.7667,64.31,55,0,6.91,clear sky
135,Mongo,TD,12.1844,18.693,87.85,10,2,8.9,clear sky
136,Namibe,AO,-15.1961,12.1522,77.63,65,75,20.71,broken clouds
137,Phichit,TH,16.25,100.4167,82.99,63,76,2.3,broken clouds
138,Houma,US,29.5958,-90.7195,48.2,63,100,6.91,overcast clouds
139,Ratnagiri,IN,16.9833,73.3,72.46,83,15,8.63,few clouds
140,Chifeng,CN,42.2683,118.9636,17.58,56,47,6.22,scattered clouds
141,Broome,US,42.2506,-75.833,34.38,68,0,8.01,clear sky
142,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.99,100,100,6.71,heavy shower snow
143,Lixourion,GR,38.2019,20.4314,59.0,77,40,10.36,scattered clouds
144,Cherskiy,RU,68.75,161.3,-33.38,100,28,0.78,scattered clouds
145,Olafsvik,IS,64.8945,-23.7142,31.14,85,94,32.41,heavy snow
146,Manono,CD,-7.3,27.4167,76.19,88,77,2.98,light rain
147,Ust-Nera,RU,64.5667,143.2,-27.4,76,21,0.67,few clouds
148,Sao Joao Da Barra,BR,-21.6403,-41.0511,86.09,79,3,14.94,clear sky
149,Narrabri,AU,-30.3167,149.7833,62.69,63,12,12.66,few clouds
150,Keningau,MY,5.3378,116.1602,73.85,99,86,2.24,overcast clouds
151,Mogadishu,SO,2.0371,45.3438,77.45,77,34,23.13,scattered clouds
152,Ati,TD,13.2154,18.3353,85.48,10,1,9.1,clear sky
153,Sinop,TR,41.7711,34.8709,32.79,80,27,15.97,scattered clouds
154,Hasaki,JP,35.7333,140.8333,34.29,47,94,6.76,overcast clouds
155,Moses Lake,US,47.1301,-119.2781,25.48,86,100,0.0,fog
156,Kensington,AU,-33.9167,151.2167,64.13,92,75,8.05,light intensity drizzle
157,Butaritari,KI,3.0707,172.7902,81.75,76,94,16.11,light rain
158,Biak,ID,-0.9131,122.8766,75.83,79,87,1.3,overcast clouds
159,Dana Point,US,33.467,-117.6981,67.87,24,0,4.0,clear sky
160,Sisophon,KH,13.5859,102.9737,84.42,50,48,3.36,scattered clouds
161,Port Blair,IN,11.6667,92.75,80.64,74,40,11.5,mist
162,Baherden,TM,38.4362,57.4316,43.29,53,2,4.27,clear sky
163,Leningradskiy,RU,69.3833,178.4167,-29.78,99,6,5.61,clear sky
164,Port Hedland,AU,-20.3167,118.5667,82.45,94,75,0.0,broken clouds
165,Athabasca,CA,54.7169,-113.2854,32.41,78,100,8.28,overcast clouds
166,Smidovich,RU,48.6,133.8167,-19.93,100,82,1.36,broken clouds
167,San Jeronimo,PE,-11.9472,-75.2829,56.43,65,100,1.99,light rain
168,Kayan,MM,16.9056,96.5631,75.34,49,7,7.67,clear sky
169,Marawi,PH,7.9986,124.2928,67.64,74,51,3.11,broken clouds
170,Honningsvag,NO,70.9821,25.9704,28.33,74,84,16.96,broken clouds
171,Korla,CN,41.7597,86.1469,26.69,43,94,4.0,overcast clouds
172,Rocha,UY,-34.4833,-54.3333,71.2,62,76,16.35,broken clouds
173,Perene,PE,-10.9492,-75.2261,72.59,95,99,1.83,overcast clouds
174,Charleston,US,32.7766,-79.9309,44.22,96,100,13.8,light intensity drizzle
175,Fairbanks,US,64.8378,-147.7164,-2.24,77,100,3.44,light snow
176,Koumac,NC,-20.5667,164.2833,79.59,90,100,19.24,overcast clouds
177,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,81.59,52,98,7.25,overcast clouds
178,Kulhudhuffushi,MV,6.6221,73.07,80.47,71,44,12.26,scattered clouds
179,Salur,IN,18.5333,83.2167,67.62,81,29,1.61,scattered clouds
180,Yulara,AU,-25.2406,130.9889,80.44,41,40,2.3,scattered clouds
181,Aykhal,RU,66.0,111.5,-22.81,100,98,7.36,overcast clouds
182,Paralimni,CY,35.0375,33.9833,59.88,74,35,4.0,scattered clouds
183,Verkhnyaya Toyma,RU,62.2349,44.9985,8.47,97,96,5.55,overcast clouds
184,Hithadhoo,MV,-0.6,73.0833,82.6,70,95,15.5,overcast clouds
185,Guerrero Negro,MX,27.9769,-114.0611,61.75,41,0,1.54,clear sky
186,Payakumbuh,ID,-0.2202,100.6308,70.84,93,100,2.53,overcast clouds
187,Naron,ES,43.5167,-8.1528,58.66,70,7,12.77,clear sky
188,Hanmer Springs,NZ,-42.5167,172.8167,53.44,97,100,1.48,overcast clouds
189,Kruisfontein,ZA,-34.0033,24.7314,76.89,34,44,6.93,scattered clouds
190,Ferme-Neuve,CA,46.7001,-75.4493,22.78,87,100,7.52,overcast clouds
191,Pangkalanbuun,ID,-2.6833,111.6167,74.82,91,100,0.63,overcast clouds
192,Coxim,BR,-18.5067,-54.76,78.57,87,86,4.74,overcast clouds
193,Redlands,US,34.0556,-117.1825,63.55,20,0,1.01,clear sky
194,Mayumba,GA,-3.432,10.6554,80.4,83,49,9.15,light rain
195,Severo-Kurilsk,RU,50.6789,156.125,28.45,82,76,7.31,broken clouds
196,College,US,64.8569,-147.8028,-2.25,77,100,3.44,light snow
197,Margosatubig,PH,7.5777,123.1658,77.41,78,21,1.79,few clouds
198,Rio Cuarto,AR,-33.1307,-64.3499,73.83,40,0,14.97,clear sky
199,Dembi Dolo,ET,8.5333,34.8,70.3,33,59,4.81,broken clouds
200,Issenye,TZ,-2.0,34.3333,67.55,80,100,3.24,light rain
201,Tessaoua,NE,13.7574,7.9874,86.67,8,0,13.38,clear sky
202,Narsaq,GL,60.9167,-46.05,10.62,54,100,32.7,overcast clouds
203,Berlevag,NO,70.8578,29.0864,21.15,79,0,25.32,clear sky
204,Humaita,BR,-7.5061,-63.0208,73.22,98,100,1.57,overcast clouds
205,Muzhi,RU,65.3667,64.6667,-7.22,100,100,2.82,overcast clouds
206,Padang,ID,-0.9492,100.3543,78.13,79,91,4.29,overcast clouds
207,Pedro Juan Caballero,PY,-22.5472,-55.7333,80.56,44,0,6.91,clear sky
208,Motygino,RU,58.1831,94.7592,4.68,95,94,4.97,overcast clouds
209,Chokurdakh,RU,70.6333,147.9167,-44.57,100,96,5.19,overcast clouds
210,Sabirabad,AZ,40.0095,48.4752,45.59,66,2,12.3,clear sky
211,Mae Hong Son,TH,19.3003,97.9685,62.49,42,10,1.63,clear sky
212,Progreso,MX,21.2833,-89.6667,76.1,77,18,7.18,few clouds
213,Sao Felix Do Xingu,BR,-6.6447,-51.995,82.29,79,100,5.39,overcast clouds
214,Launceston,AU,-41.45,147.1667,58.64,77,75,4.61,broken clouds
215,Jijiang,CN,29.2906,106.2542,47.5,79,100,5.28,light rain
216,Sandviken,SE,60.6167,16.7667,32.43,80,4,5.06,clear sky
217,Leh,IN,34.1667,77.5833,3.27,91,79,2.13,broken clouds
218,Darnah,LY,32.767,22.6367,62.11,67,32,10.25,scattered clouds
219,Udarnyy,RU,54.3409,42.8611,25.81,94,97,9.31,overcast clouds
220,Aksarka,RU,66.5606,67.7975,-0.63,94,100,8.59,overcast clouds
221,Souillac,MU,-20.5167,57.5167,80.98,83,75,10.36,broken clouds
222,Bandarbeyla,SO,9.4942,50.8122,76.03,69,57,17.81,broken clouds
223,Andenes,NO,69.3143,16.1194,35.58,69,75,10.36,broken clouds
224,Amapa,BR,1.0,-52.0,82.72,73,99,4.27,overcast clouds
225,Coihaique,CL,-45.5752,-72.0662,74.01,49,0,3.44,clear sky
226,Roald,NO,62.5833,6.1333,41.32,75,75,9.22,broken clouds
227,Ucluelet,CA,48.9329,-125.5528,46.96,93,90,3.0,overcast clouds
228,Merauke,ID,-8.4667,140.3333,82.0,81,100,10.02,heavy intensity rain
229,Svidnik,SK,49.3082,21.5703,39.16,89,96,12.53,overcast clouds
230,Jeremie,HT,18.65,-74.1167,79.59,71,30,4.81,scattered clouds
231,Praia,CV,14.9215,-23.5087,82.94,42,0,12.66,clear sky
232,Grand-Santi,GF,4.25,-54.3833,88.5,55,89,3.44,overcast clouds
233,Manokwari,ID,-0.8667,134.0833,79.05,78,100,2.51,overcast clouds
234,Santa Marta,CO,11.2408,-74.199,87.35,70,20,6.91,few clouds
235,Sisimiut,GL,66.9395,-53.6735,-1.01,90,100,8.97,light snow
236,Laredo,US,27.5064,-99.5075,57.2,74,100,11.5,overcast clouds
237,San Patricio,US,28.017,-97.5169,56.88,67,76,13.22,broken clouds
238,Colares,PT,38.7992,-9.4469,69.46,41,0,11.99,clear sky
239,Salalah,OM,17.0151,54.0924,82.49,16,0,12.66,clear sky
240,Bethel,US,41.3712,-73.414,34.9,87,100,5.75,snow
241,Libreville,GA,0.3925,9.4537,83.1,71,52,10.92,broken clouds
242,South Yuba City,US,39.1166,-121.6391,58.64,91,0,6.91,clear sky
243,Ereymentau,KZ,51.6199,73.1033,18.81,91,100,15.64,overcast clouds
244,Ilulissat,GL,69.2167,-51.1,10.42,72,75,16.11,broken clouds
245,Beyla,GN,8.6833,-8.6333,92.57,10,85,5.75,overcast clouds
246,Taoudenni,ML,22.6783,-3.9836,82.72,7,0,10.65,clear sky
247,Nantucket,US,41.2835,-70.0995,44.71,88,99,12.5,overcast clouds
248,Longyearbyen,SJ,78.2186,15.6401,17.44,79,75,5.75,broken clouds
249,East London,ZA,-33.0153,27.9116,81.54,78,0,11.5,clear sky
250,Rio De Janeiro,BR,-22.9028,-43.2075,87.8,72,75,12.66,light rain
251,Wanning,CN,18.8003,110.3967,69.6,93,76,3.18,broken clouds
252,El Carrizo,MX,24.0261,-106.8814,69.4,40,0,1.81,clear sky
253,Krasnoarmeysk,RU,51.0239,45.6969,28.15,91,91,4.76,overcast clouds
254,Komsomolskiy,UZ,40.4272,71.7189,39.92,81,75,4.61,mist
255,Bathsheba,BB,13.2167,-59.5167,81.21,69,75,24.16,broken clouds
256,Rawah,IQ,34.4816,41.9093,57.58,52,64,7.78,broken clouds
257,Baie-Comeau,CA,49.2168,-68.1489,19.4,93,100,5.75,overcast clouds
258,Dunedin,NZ,-45.8742,170.5036,55.8,74,0,4.88,clear sky
259,Araouane,ML,18.9048,-3.5265,82.87,6,3,9.17,clear sky
260,Moron,AR,-34.6534,-58.6198,74.01,52,0,5.99,clear sky
261,Matara,LK,5.9485,80.5353,76.66,84,100,3.51,overcast clouds
262,Ilhabela,BR,-23.7781,-45.3581,75.2,96,100,8.46,light rain
263,Bo Phloi,TH,14.3236,99.5161,85.32,50,97,3.44,light rain
264,Canico,PT,32.6333,-16.85,66.13,72,40,17.27,scattered clouds
265,Am Timan,TD,11.0297,20.2827,88.32,11,23,5.68,few clouds
266,Kemijarvi,FI,66.7131,27.4306,14.34,98,100,1.99,overcast clouds
267,Cap Malheureux,MU,-19.9842,57.6142,81.09,78,50,4.0,scattered clouds
268,Westport,US,41.1415,-73.3579,36.9,94,100,8.05,mist
269,Cidreira,BR,-30.1811,-50.2056,76.82,41,0,15.23,clear sky
270,Talaya,RU,61.3833,152.75,-31.5,86,85,1.39,overcast clouds
271,Jieshi,CN,22.8134,115.8257,60.94,84,77,8.46,broken clouds
272,Zhangye,CN,38.9342,100.4517,18.61,59,25,3.04,scattered clouds
273,Chachapoyas,PE,-6.2317,-77.869,62.31,81,100,2.39,light rain
274,Sabha,LY,27.0377,14.4283,68.61,12,51,5.66,broken clouds
275,Khokhryaki,RU,56.9156,53.3221,17.06,92,100,1.66,overcast clouds
276,Labuhan,ID,-6.8844,112.2051,78.89,82,100,8.16,overcast clouds
277,Kaseda,JP,31.4167,130.3167,42.93,93,100,10.29,moderate rain
278,Mawlaik,MM,23.6333,94.4167,57.04,58,0,1.72,clear sky
279,Banda Aceh,ID,5.5577,95.3222,78.1,82,100,3.44,overcast clouds
280,Trogir,HR,43.5125,16.2517,50.05,32,20,20.71,few clouds
281,Codrington,AU,-38.2667,141.9667,62.92,65,0,11.27,clear sky
282,Flinders,AU,-34.5833,150.8552,64.06,82,46,7.94,light rain
283,Rio Gallegos,AR,-51.6226,-69.2181,77.05,25,0,17.27,clear sky
284,Kutum,SD,14.2,24.6667,68.29,11,2,9.62,clear sky
285,San Andres,CO,12.5847,-81.7006,82.42,69,20,11.5,few clouds
286,Visby,SE,57.6409,18.296,37.76,70,75,18.41,broken clouds
287,Vinh,VN,18.6667,105.6667,69.1,92,94,1.83,overcast clouds
288,Borogontsy,RU,62.6683,131.1683,-36.4,100,94,2.77,overcast clouds
289,Frontera,MX,26.9333,-101.45,50.32,39,47,7.0,scattered clouds
290,Ranong,TH,9.9658,98.6348,76.42,85,75,3.22,broken clouds
291,Goderich,CA,43.7501,-81.7165,27.91,80,82,9.22,broken clouds
292,Olovyannaya,RU,50.95,115.5667,-6.5,100,83,3.09,broken clouds
293,Carroll,US,39.5501,-77.0164,39.15,72,0,3.0,clear sky
294,Ormara,PK,25.2088,64.6357,71.55,77,0,8.61,clear sky
295,Aquiraz,BR,-3.9014,-38.3911,87.89,68,57,10.0,broken clouds
296,Yurga,RU,55.7231,84.8861,-8.43,100,75,2.15,broken clouds
297,Bafq,IR,31.6128,55.4107,52.0,25,0,9.26,clear sky
298,Puerto Baquerizo Moreno,EC,-0.9,-89.6,79.79,69,20,9.22,few clouds
299,Killybegs,IE,54.6333,-8.45,52.45,81,100,25.08,overcast clouds
300,Gazli,UZ,40.1333,63.45,41.59,52,100,8.34,overcast clouds
301,Bilibino,RU,68.0546,166.4372,-16.37,76,8,4.65,clear sky
302,Tahta,EG,26.7693,31.5021,71.92,25,0,10.65,clear sky
303,Upernavik,GL,72.7868,-56.1549,-7.02,94,100,10.04,overcast clouds
304,Guiratinga,BR,-16.3494,-53.7583,80.4,72,98,2.04,overcast clouds
305,Santa Luzia,BR,-19.7697,-43.8514,77.9,86,75,6.91,light rain
306,Atar,MR,20.5169,-13.0499,93.25,15,95,6.91,overcast clouds
307,Nalut,LY,30.3333,10.85,67.93,13,100,3.47,overcast clouds
308,Saldanha,ZA,-33.0117,17.9442,82.45,85,60,15.32,broken clouds
309,Huangmei,CN,30.1924,116.025,33.96,96,100,4.34,overcast clouds
310,Rupert,US,42.6191,-113.6772,19.35,86,100,10.36,mist
311,Porto Walter,BR,-8.2686,-72.7439,74.05,95,100,3.51,overcast clouds
312,Isla Vista,US,34.4133,-119.861,70.3,27,0,2.71,clear sky
313,Strezhevoy,RU,60.7333,77.5889,-4.02,98,10,6.8,clear sky
314,Lugo,ES,43.0,-7.5,58.35,75,21,3.0,few clouds
315,Brookings,US,44.3114,-96.7984,21.06,77,20,6.91,few clouds
316,Dakar,SN,14.6937,-17.4441,99.48,61,0,9.22,clear sky
317,Dongsheng,CN,39.8161,109.9776,17.19,38,13,3.13,few clouds
318,Sangar,RU,63.9242,127.4739,-28.21,98,100,2.48,overcast clouds
319,Elizabeth City,US,36.2946,-76.2511,48.22,85,100,10.36,overcast clouds
320,Morondava,MG,-20.2833,44.2833,81.28,83,100,21.25,light rain
321,Skjervoy,NO,70.0311,20.9714,30.38,88,100,14.34,light snow
322,Vardo,NO,70.3705,31.1107,23.2,86,75,8.05,broken clouds
323,Krasnozerskoye,RU,53.9828,79.2374,8.17,85,56,8.14,broken clouds
324,Viedma,AR,-40.8135,-62.9967,80.47,25,0,11.86,clear sky
325,Polunochnoye,RU,60.8697,60.4153,-1.34,99,100,3.69,overcast clouds
326,Ontario,US,34.0633,-117.6509,64.87,27,0,12.66,clear sky
327,Sokoto,NG,13.0609,5.239,91.35,8,0,12.12,clear sky
328,Santa Cruz De La Palma,ES,28.6835,-17.7642,68.14,73,75,13.8,broken clouds
329,Anloga,GH,5.7947,0.8973,89.82,71,100,14.05,overcast clouds
330,Hualmay,PE,-11.0964,-77.6139,75.09,68,69,9.01,broken clouds
331,Alofi,NU,-19.0595,-169.9187,73.29,94,100,2.3,heavy intensity drizzle
