City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
332,Kirakira,SB,-10.4544,161.9205,81.28,86,100,12.55,moderate rain
333,Polyanka,UA,50.2584,27.6881,33.31,100,100,3.67,overcast clouds
334,Muros,ES,42.7762,-9.0603,67.68,62,7,8.5,clear sky
335,Alekseyevsk,RU,57.8406,108.3492,10.51,97,100,4.27,light snow
336,Sosnovo-Ozerskoye,RU,52.5249,111.5418,3.02,99,95,4.12,overcast clouds
337,Isangel,VU,-19.55,169.2667,78.84,90,100,26.35,overcast clouds
338,Baghdad,IQ,33.3406,44.4009,58.91,38,0,4.61,clear sky
339,Shingu,JP,33.7333,135.9833,38.91,64,48,5.97,scattered clouds
340,Najran,SA,17.4924,44.1277,65.05,26,3,10.58,clear sky
341,Maniitsoq,GL,65.4167,-52.9,2.21,86,100,16.42,light snow
342,Geraldton,AU,-28.7667,114.6,64.81,63,0,13.8,clear sky
343,Nouakchott,MR,18.0858,-15.9785,89.53,38,80,10.87,broken clouds
344,Port Macquarie,AU,-31.4333,152.9167,62.56,79,75,8.99,broken clouds
345,Katherine,AU,-14.4667,132.2667,79.12,89,99,6.91,light rain
346,Grande Prairie,CA,55.1667,-118.8027,39.38,75,75,25.32,broken clouds
347,Cerrito,CO,6.8432,-72.694,49.39,78,83,1.52,broken clouds
348,Lata,PT,40.1629,-8.3327,71.35,37,2,6.04,clear sky
349,Kumluca,TR,36.3703,30.2869,56.68,80,69,2.39,broken clouds
350,Chinsali,ZM,-10.5414,32.0816,64.6,92,99,5.53,light rain
351,Haines Junction,CA,60.7522,-137.5108,12.9,96,92,4.47,overcast clouds
352,Whitehorse,CA,60.7161,-135.0538,34.57,55,75,5.75,broken clouds
353,Severnyy,RU,50.677,36.5532,33.84,93,100,11.18,snow
354,Thinadhoo,MV,0.5333,72.9333,82.45,67,61,14.99,broken clouds
355,Winslow,US,35.0242,-110.6974,15.98,48,0,3.44,clear sky
356,Albi,FR,43.9298,2.148,53.11,64,89,11.01,overcast clouds
357,Karratha,AU,-20.7377,116.8463,84.15,78,94,5.19,overcast clouds
358,Ovruch,UA,51.3246,28.8035,33.17,98,100,2.19,overcast clouds
359,Puerto Madryn,AR,-42.7692,-65.0385,85.48,21,0,20.71,clear sky
360,Sovetskiy,RU,61.3614,63.5842,4.1,96,97,5.86,overcast clouds
361,Arvika,SE,59.6553,12.5852,39.81,75,0,5.46,clear sky
362,Belaya Gora,RU,68.5333,146.4167,-46.88,100,88,1.59,overcast clouds
363,Palanga,LT,55.9175,21.0686,37.35,87,75,4.61,broken clouds
364,Alice Springs,AU,-23.7,133.8833,69.35,73,1,1.14,clear sky
365,Kalmunai,LK,7.4167,81.8167,77.49,82,100,10.11,overcast clouds
366,Quelimane,MZ,-17.8786,36.8883,80.55,83,75,5.75,broken clouds
367,Kieta,PG,-6.2167,155.6333,80.74,85,100,7.87,light rain
368,Tokur,RU,53.1333,132.9,-24.32,100,87,2.39,overcast clouds
369,Noumea,NC,-22.2763,166.4572,76.98,90,99,8.59,light rain
370,Kindu,CD,-2.95,25.95,78.01,76,99,1.25,overcast clouds
371,Palmer,US,42.1584,-72.3287,34.56,83,100,0.0,overcast clouds
372,Hanamaki,JP,39.3833,141.1167,22.95,95,83,1.07,light snow
373,Khotynets,RU,53.1286,35.3966,32.2,98,100,12.53,snow
374,Garowe,SO,8.4054,48.4845,78.39,35,60,18.34,broken clouds
375,Alibag,IN,18.6411,72.8792,73.47,78,36,7.96,scattered clouds
376,Sao Pedro Do Sul,BR,-29.6206,-54.1789,74.05,27,0,9.71,clear sky
377,Hanzhong,CN,33.0728,107.0303,35.24,64,59,1.77,broken clouds
378,Pangody,RU,65.85,74.4859,-8.27,97,83,9.42,broken clouds
379,Bayangol,RU,50.6977,103.4656,-6.97,99,68,3.8,broken clouds
380,Paita,PE,-5.0892,-81.1144,84.76,65,100,7.87,overcast clouds
381,Kiruna,SE,67.8557,20.2251,9.52,85,0,6.91,clear sky
382,Nabire,ID,-3.3667,135.4833,76.86,90,100,2.42,overcast clouds
383,Fomboni,KM,-12.28,43.7425,83.5,75,84,4.34,light rain
384,Germantown,US,39.1732,-77.2717,40.62,68,75,1.99,broken clouds
385,Show Low,US,34.2542,-110.0298,27.28,68,0,0.0,clear sky
386,Novichikha,RU,52.204,81.3877,6.08,80,37,8.61,scattered clouds
387,Rabo De Peixe,PT,37.8,-25.5833,62.11,59,20,12.66,few clouds
388,Turukhansk,RU,65.8167,87.9833,-25.31,96,6,5.23,clear sky
389,Vieques,PR,18.425,-65.8329,82.38,73,75,11.5,broken clouds
390,Newberry,US,34.2746,-81.6187,37.99,90,100,6.91,overcast clouds
391,Sorrento,IT,40.626,14.3744,57.33,91,75,11.5,broken clouds
392,Zeerust,ZA,-25.5369,26.0751,85.01,30,54,4.27,broken clouds
393,Coahuayana,MX,18.7333,-103.6833,83.17,28,64,1.7,broken clouds
394,Tashtagol,RU,52.7657,87.8894,6.28,99,99,0.94,overcast clouds
395,Laguna,US,38.421,-121.4238,56.97,89,0,4.61,clear sky
396,Baruun-Urt,MN,46.6806,113.2792,3.18,90,13,7.31,few clouds
397,Sambava,MG,-14.2667,50.1667,78.75,85,93,0.98,moderate rain
398,Yuzhno-Kurilsk,RU,44.0306,145.8556,20.21,85,50,10.25,scattered clouds
399,Kununurra,AU,-15.7667,128.7333,78.78,94,75,4.61,moderate rain
400,Emerald,AU,-23.5333,148.1667,73.54,68,4,9.22,clear sky
401,Coquimbo,CL,-29.9533,-71.3436,64.13,82,100,5.75,overcast clouds
402,Qasigiannguit,GL,68.8193,-51.1922,10.65,96,100,17.4,light snow
403,Turayf,SA,31.6725,38.6637,55.65,58,20,5.75,few clouds
404,Gondanglegi,ID,-7.7479,112.0132,75.45,88,100,4.94,overcast clouds
405,Los Banos,PH,14.1667,121.1833,77.81,90,100,9.26,overcast clouds
406,Vanimo,PG,-2.6741,141.3028,78.13,83,99,0.81,overcast clouds
407,Komyshany,UA,46.6372,32.5072,40.82,91,100,13.02,overcast clouds
408,Nieuw Amsterdam,SR,5.8833,-55.0833,88.02,68,75,11.5,broken clouds
409,Plouzane,FR,48.3833,-4.6167,53.92,90,100,9.22,overcast clouds
410,Gotsu,JP,35.0,132.2167,39.06,61,100,2.86,light rain
411,Calbayog,PH,12.0672,124.6042,75.16,91,85,6.29,overcast clouds
412,Mackay,AU,-21.15,149.2,71.58,88,75,8.05,broken clouds
413,Puerto Colombia,CO,10.9878,-74.9547,84.29,65,38,12.15,scattered clouds
414,Sinnamary,GF,5.3833,-52.95,82.53,73,87,9.35,overcast clouds
415,Margate,GB,51.3813,1.3862,50.97,57,11,5.99,few clouds
416,Jerez,GT,14.1,-89.75,77.45,53,0,0.0,clear sky
417,Disna,BY,55.568,28.1971,33.46,85,99,17.38,overcast clouds
418,Ust-Kan,RU,50.9276,84.761,0.59,84,34,3.89,scattered clouds
419,Petropavlovka,RU,50.6114,105.3196,-2.63,95,93,2.98,overcast clouds
420,Hofn,IS,64.2539,-15.2082,33.44,72,98,35.75,light snow
421,Lebowakgomo,ZA,-24.2,29.5,81.5,40,2,5.48,clear sky
422,Novopokrovka,UA,49.8425,36.5477,34.18,95,100,12.91,snow
423,Teseney,ER,15.11,36.6575,79.56,29,49,9.19,scattered clouds
424,Jiwani,PK,25.05,61.7417,70.36,60,0,13.42,clear sky
425,Erzin,TR,36.9559,36.2,59.52,78,65,2.48,broken clouds
426,Winneba,GH,5.3511,-0.6231,88.27,69,80,13.98,broken clouds
427,Mondeville,FR,49.175,-0.3224,52.54,62,0,9.22,clear sky
428,Kanniyakumari,IN,8.0833,77.5667,79.5,74,26,4.92,scattered clouds
429,Las Vegas,US,36.175,-115.1372,51.67,26,0,11.5,clear sky
430,Exeter,GB,50.7236,-3.5275,54.12,89,75,6.91,broken clouds
431,High Rock,BS,26.6208,-78.2833,77.02,70,1,10.74,clear sky
432,Bantry,IE,51.6833,-9.45,53.78,85,100,17.34,overcast clouds
433,Plettenberg Bay,ZA,-34.0527,23.3716,73.04,56,55,2.01,broken clouds
434,Zhigansk,RU,66.7697,123.3711,-34.64,98,59,8.97,broken clouds
435,Jackson,US,42.4165,-122.8345,28.27,86,0,0.0,clear sky
436,Diu,IN,20.7141,70.9822,67.05,68,5,9.46,clear sky
437,Esso,RU,55.9333,158.7,10.26,95,100,3.53,overcast clouds
438,Lompoc,US,34.6391,-120.4579,70.09,71,0,9.22,mist
439,Were Ilu,ET,10.6,39.4333,55.56,71,52,9.17,light rain
440,Broken Hill,AU,-31.95,141.4333,71.31,33,40,9.22,scattered clouds
441,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,86.4,18,1,7.67,clear sky
442,Ola,RU,59.5833,151.2833,-1.86,75,75,10.78,broken clouds
443,Takoradi,GH,4.8845,-1.7554,83.39,70,74,12.62,broken clouds
444,Mersing,MY,2.4312,103.8405,75.11,94,98,4.61,light rain
445,Asfi,MA,32.2994,-9.2372,65.91,67,4,9.95,clear sky
446,Ako,JP,34.75,134.4,40.37,60,100,4.92,light rain
447,Kavieng,PG,-2.5744,150.7967,81.46,78,96,4.23,overcast clouds
448,Ampanihy,MG,-24.7,44.75,80.78,68,100,20.71,overcast clouds
449,Chapais,CA,49.7834,-74.8492,1.18,88,100,5.95,overcast clouds
450,Colac,AU,-38.3333,143.5833,62.15,92,1,6.55,clear sky
451,Byron Bay,AU,-28.65,153.6167,68.88,80,94,12.15,overcast clouds
452,Saint-Pierre,RE,-21.3393,55.4781,80.28,74,75,5.75,broken clouds
453,Ous,RU,60.9058,61.5186,-6.79,100,99,2.82,overcast clouds
454,Severnoye,RU,56.3491,78.3619,2.48,95,23,7.18,few clouds
455,Tautira,PF,-17.7333,-149.15,77.02,77,100,19.66,light rain
456,Namie,JP,37.4833,141.0,34.97,75,86,6.04,overcast clouds
457,La Tuque,CA,47.4334,-72.7824,17.85,86,100,4.61,light snow
458,Finschhafen,PG,-6.6024,147.8681,81.01,83,100,9.4,overcast clouds
459,Golspie,GB,57.9727,-3.978,52.38,85,92,19.28,light rain
460,Zhezkazgan,KZ,47.8043,67.7144,11.43,99,82,6.49,broken clouds
461,Lampazos De Naranjo,MX,27.0167,-100.5167,51.1,38,89,12.55,overcast clouds
462,Chimbote,PE,-9.0853,-78.5783,75.09,66,77,7.99,broken clouds
463,Loreto,MX,22.2667,-101.9667,58.68,39,32,4.83,scattered clouds
464,Basco,PH,20.4487,121.9702,76.15,80,100,22.1,overcast clouds
465,Bosobolo,CD,4.1833,19.9,93.38,15,64,3.96,broken clouds
466,Fortuna,US,40.5982,-124.1573,42.66,97,100,0.0,overcast clouds
467,Aklavik,CA,68.2191,-135.0107,-33.77,86,100,17.74,overcast clouds
468,Suwannaphum,TH,15.6035,103.8021,85.03,45,93,3.85,overcast clouds
469,Lahaina,US,20.8783,-156.6825,72.81,83,1,11.03,clear sky
470,Vanino,RU,49.0869,140.2543,2.93,77,18,6.53,few clouds
471,Corner Brook,CA,48.9667,-57.9484,22.21,87,97,11.83,light snow
472,Martapura,ID,-3.4167,114.85,77.09,94,100,1.14,overcast clouds
473,Kabelvag,NO,68.2114,14.4817,32.52,93,40,3.44,scattered clouds
474,Parasia,IN,22.2,78.7667,64.13,29,4,3.96,clear sky
475,Klaksvik,FO,62.2266,-6.589,38.32,79,88,34.56,overcast clouds
476,Shelopugino,RU,51.6514,117.5599,-12.71,100,70,3.56,broken clouds
477,Karasuk,RU,53.7377,78.0403,7.93,91,44,8.12,scattered clouds
478,Yazoo City,US,32.8551,-90.4056,45.75,52,100,6.64,overcast clouds
479,Maraa,BR,-1.8333,-65.3667,82.47,82,97,3.71,overcast clouds
480,Bagdarin,RU,54.4333,113.6,-3.96,97,100,2.04,overcast clouds
481,Kahului,US,20.8947,-156.47,72.84,79,100,12.66,overcast clouds
482,Wichita Falls,US,33.9137,-98.4934,39.25,72,0,6.91,clear sky
483,Inhambane,MZ,-23.865,35.3833,78.78,94,40,13.8,drizzle
484,Vestmannaeyjar,IS,63.4427,-20.2734,34.79,69,40,41.43,scattered clouds
485,Zyryanka,RU,65.75,150.85,-43.47,100,39,1.52,scattered clouds
486,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,73,75,13.8,broken clouds
487,Alamosa,US,37.4695,-105.87,11.71,92,0,0.0,clear sky
488,Nuuk,GL,64.1835,-51.7216,3.81,92,100,15.01,light shower snow
489,Abapo,BO,-18.8333,-63.4667,79.57,40,33,3.56,scattered clouds
490,Macheng,CN,31.1783,115.0319,28.89,95,31,3.8,scattered clouds
491,Dublin,US,37.7021,-121.9358,54.9,67,0,4.61,clear sky
492,Aborlan,PH,9.4352,118.5492,76.01,88,96,4.81,overcast clouds
493,Sakakah,SA,29.9697,40.2064,62.17,33,0,4.09,clear sky
494,De Aar,ZA,-30.6497,24.0123,83.91,25,80,3.58,broken clouds
495,Tatarsk,RU,55.219,75.9828,5.27,89,40,8.34,scattered clouds
496,Nanzhang,CN,31.7765,111.8386,32.2,80,47,3.98,scattered clouds
497,Ranchuelo,CU,22.3772,-80.1489,78.08,41,3,11.27,clear sky
498,Doha,QA,25.2867,51.5333,64.71,53,20,17.27,few clouds
499,Nishihara,JP,26.1842,127.7558,68.05,77,100,16.11,overcast clouds
500,Carinhanha,BR,-14.3047,-43.765,85.84,55,99,1.83,overcast clouds
501,Sobolevo,RU,54.4299,31.8996,33.08,98,100,9.78,snow
502,Maldonado,UY,-34.6667,-54.9167,70.99,69,84,15.28,broken clouds
503,Beloha,MG,-25.1667,45.05,81.39,67,100,16.24,light rain
504,Pasighat,IN,28.0667,95.3333,54.86,72,9,4.18,clear sky
505,Yar-Sale,RU,66.8333,70.8333,1.62,89,100,14.63,overcast clouds
506,Letlhakeng,BW,-24.0944,25.0298,87.75,22,25,8.19,scattered clouds
507,Urubicha,BO,-15.3833,-62.95,84.54,44,100,5.41,overcast clouds
508,Kasama,ZM,-10.2129,31.1808,61.84,97,100,4.09,light rain
509,Never,FR,46.9896,3.159,49.75,50,20,9.22,few clouds
510,Portobelo,PA,9.55,-79.65,87.85,69,24,9.75,few clouds
511,Bubaque,GW,11.2833,-15.8333,78.48,62,43,11.61,scattered clouds
512,Abong Mbang,CM,3.9833,13.1833,92.34,15,100,1.97,overcast clouds
513,Sechura,PE,-5.5569,-80.8222,78.03,59,89,7.09,overcast clouds
514,Acarau,BR,-2.8856,-40.12,86.97,61,83,12.66,broken clouds
515,Trelew,AR,-43.249,-65.3051,91.44,12,0,14.7,clear sky
516,Lukovetskiy,RU,64.2956,41.9211,15.78,94,93,6.73,overcast clouds
517,Benjamin Aceval,PY,-24.9667,-57.5667,82.6,21,0,7.99,clear sky
518,Ukiah,US,39.1502,-123.2078,51.39,75,0,0.0,clear sky
519,Kaeo,NZ,-35.1,173.7833,74.32,98,99,5.46,overcast clouds
520,Harper,LR,4.375,-7.7169,82.85,69,99,8.86,light rain
521,Abay,KZ,49.6311,72.8539,17.98,95,100,8.84,overcast clouds
522,Caibarien,CU,22.5206,-79.4669,78.28,54,2,13.47,clear sky
523,Hami,CN,42.8,93.45,26.53,36,7,1.45,clear sky
524,Quatre Cocos,MU,-20.2078,57.7625,80.71,82,50,9.26,light rain
525,Ryotsu,JP,38.0833,138.4333,35.96,59,97,11.39,overcast clouds
526,Hirado,JP,33.3597,129.5531,41.36,52,100,7.18,moderate rain
527,Camara De Lobos,PT,32.6333,-16.9667,66.13,72,40,17.27,scattered clouds
528,Cururupu,BR,-1.8283,-44.8683,83.3,76,65,5.5,broken clouds
529,Zlitan,LY,32.4674,14.5687,60.03,72,100,13.22,overcast clouds
530,Lubango,AO,-14.9172,13.4925,78.66,15,75,11.5,broken clouds
531,Saint-Leu,RE,-21.15,55.2833,79.66,84,100,1.05,light rain
532,Otradnoye,RU,59.7775,30.8181,34.88,98,100,6.91,snow
533,Santiago,CL,-33.4569,-70.6483,88.29,32,0,8.05,clear sky
534,Ardesen,TR,41.1911,40.9875,44.56,63,50,8.55,scattered clouds
535,Fare,PF,-16.7,-151.0167,81.16,75,100,19.42,overcast clouds
536,Port-Cartier,CA,50.0334,-66.8654,17.74,89,100,3.24,overcast clouds
537,Vao,NC,-22.6667,167.4833,80.19,86,68,18.63,broken clouds
538,Havre-Saint-Pierre,CA,50.2334,-63.5986,16.39,85,100,9.22,overcast clouds
539,Kyra,RU,49.5776,111.9753,4.66,94,54,3.22,broken clouds
540,Provost,CA,52.3501,-110.2683,27.82,79,69,10.27,broken clouds
541,Pinawa,CA,50.1489,-95.8811,9.86,92,100,8.81,overcast clouds
542,Binzhou,CN,37.3667,118.0167,32.02,36,96,1.16,overcast clouds
543,Wabana,CA,47.6332,-52.9481,20.68,70,18,8.55,few clouds
544,Fort Nelson,CA,58.8053,-122.7002,22.59,93,75,0.0,broken clouds
545,Sorland,NO,67.667,12.6934,32.07,59,100,13.38,overcast clouds
546,Lobito,AO,-12.3481,13.5456,79.21,68,78,6.29,broken clouds
547,Poum,NC,-20.2333,164.0167,81.0,87,100,27.63,overcast clouds
548,Ust-Tsilma,RU,65.441,52.1498,13.8,93,100,7.52,overcast clouds
549,Luganville,VU,-15.5333,167.1667,81.21,77,100,12.95,moderate rain
550,Beisfjord,NO,68.3751,17.5988,30.96,96,100,2.86,light snow
551,Yashkul,RU,46.1711,45.3435,34.83,80,59,5.06,broken clouds
552,Nikki,BJ,9.9401,3.2108,95.2,10,37,6.22,scattered clouds
553,Guaruja,BR,-23.9931,-46.2564,82.17,59,100,0.0,mist
554,Midland,US,31.9974,-102.0779,38.48,59,0,8.05,clear sky
555,Avera,US,33.194,-82.5271,40.91,73,98,7.36,overcast clouds
556,Chico,US,39.7285,-121.8375,49.68,87,0,9.22,haze
557,Prince Rupert,CA,54.3161,-130.3201,42.49,93,100,12.66,light rain
558,Lazaro Cardenas,MX,17.9583,-102.2,79.68,52,39,3.83,scattered clouds
559,Gambela,ET,8.25,34.5833,90.45,22,23,3.89,few clouds
560,Banos,EC,-1.4,-78.4167,67.21,88,100,2.84,light rain
561,Tateyama,JP,34.9833,139.8667,42.1,53,65,11.36,broken clouds
562,Shimoda,JP,34.6667,138.95,38.1,85,80,8.86,broken clouds
563,Olinda,BR,-8.0089,-34.8553,85.73,58,40,8.05,scattered clouds
564,Tual,ID,-5.6667,132.75,83.19,71,33,5.03,scattered clouds
565,Palatka,US,29.6486,-81.6376,48.22,64,45,4.83,scattered clouds
566,Praya,CV,14.9215,-23.5087,82.94,42,0,12.66,clear sky
567,Kerrville,US,30.0474,-99.1403,47.55,63,0,11.5,clear sky
568,Petlawad,IN,23.0,74.8,67.98,30,0,3.76,clear sky
569,Czluchow,PL,53.6672,17.3588,37.13,80,56,16.96,broken clouds
570,Kampene,CD,-3.6,26.6667,72.64,90,100,0.69,light rain
571,Pinheiro Machado,BR,-31.5783,-53.3811,68.05,72,63,12.03,broken clouds
572,Gornoye Loo,RU,43.7129,39.6049,38.98,67,91,10.85,overcast clouds
573,Hobyo,SO,5.3505,48.5268,77.43,71,70,19.42,broken clouds
574,Qui Nhon,VN,13.7667,109.2333,73.47,90,6,3.62,clear sky
575,Gamba,GA,-2.65,10.0,81.39,77,59,7.58,light rain
576,Katsuura,JP,35.1333,140.3,42.19,48,50,4.65,scattered clouds
577,Zinder,NE,13.8072,8.9881,84.16,10,1,9.22,dust
578,Deputatskiy,RU,69.3,139.9,-35.54,94,70,4.56,broken clouds
579,Charlestown,AU,-32.95,151.6667,65.82,93,71,1.99,broken clouds
580,Cockburn Town,TC,21.4612,-71.1419,78.76,65,40,11.5,scattered clouds
581,Ambilobe,MG,-13.2,49.05,76.01,92,76,3.69,broken clouds
582,Manado,ID,1.487,124.8455,75.97,100,40,0.0,scattered clouds
583,Blackpool,GB,53.8167,-3.05,53.74,93,75,20.71,broken clouds
584,Bandiagara,ML,14.3501,-3.6104,91.83,5,3,7.65,clear sky
585,Magdagachi,RU,53.45,125.8,-6.74,98,90,1.92,overcast clouds
586,Helong,CN,42.5397,128.9972,8.13,93,11,4.88,few clouds
587,Blackwater,AU,-23.5833,148.8833,69.87,75,5,5.91,clear sky
588,Milkovo,RU,54.7167,158.6167,17.74,92,100,8.9,light snow
589,Samarai,PG,-10.6167,150.6667,80.49,80,92,9.53,overcast clouds
590,Waipawa,NZ,-41.4122,175.5153,59.63,96,100,4.79,overcast clouds
591,Shieli,KZ,44.1667,66.75,30.69,83,100,5.28,light snow
592,Iralaya,HN,15.0,-83.2333,78.89,64,13,7.36,few clouds
593,Tabou,CI,4.423,-7.3528,83.32,67,100,9.19,overcast clouds
594,Grootfontein,NA,-19.5667,18.1167,81.97,42,40,12.66,scattered clouds
595,Darab,IR,28.7519,54.5444,52.03,41,0,2.55,clear sky
596,Wattegama,LK,6.7989,81.4808,77.92,83,100,5.39,overcast clouds
597,Gravdal,NO,68.1214,13.5031,31.89,100,40,4.61,scattered clouds
598,San Pedro,PH,14.35,121.0167,78.35,87,100,0.0,overcast clouds
599,The Valley,AI,18.217,-63.0578,82.26,54,20,18.41,few clouds
600,Pilar,BR,-9.5972,-35.9567,89.53,40,1,13.53,clear sky
601,Miguel Calmon,BR,-11.4289,-40.595,88.72,42,97,3.87,overcast clouds
602,Huilong,CN,31.8111,121.655,43.03,89,100,8.9,overcast clouds
603,Camargo,MX,27.6667,-105.1667,44.46,40,30,10.18,scattered clouds
604,Kysyl-Syr,RU,63.8986,122.7617,-34.71,99,95,3.51,overcast clouds
605,Schruns,AT,47.0709,9.9475,32.63,100,97,4.09,overcast clouds
606,Shizukuishi,JP,39.6833,140.9833,17.24,96,53,1.5,broken clouds
607,Pacific Grove,US,36.6177,-121.9166,57.58,65,0,4.61,clear sky
608,Kupang,ID,-10.1667,123.5833,79.16,84,100,3.31,overcast clouds
609,Dali,CN,25.7,100.1833,40.37,70,2,4.63,clear sky
610,Hay River,CA,60.8156,-115.7999,-0.44,85,100,4.61,light snow
611,Almaznyy,RU,48.0448,40.045,33.94,98,100,12.03,light snow
612,Marrakesh,MA,31.6315,-8.0083,78.87,19,11,6.91,few clouds
613,Flin Flon,CA,54.7682,-101.865,10.24,85,40,8.05,scattered clouds
614,Ust-Ilimsk,RU,58.0006,102.6619,7.61,96,100,5.46,overcast clouds
615,La Crosse,US,43.8014,-91.2396,12.36,73,0,3.44,clear sky
616,Lufilufi,WS,-13.8745,-171.5986,74.98,73,100,9.84,overcast clouds
617,Sarvar,HU,47.2539,16.9352,42.37,61,53,21.34,broken clouds
618,Payo,ID,-3.7508,103.6372,72.09,98,78,3.33,broken clouds
619,Miranda,CO,3.2499,-76.2281,71.73,84,73,3.49,light rain
620,Naberera,TZ,-4.2,36.9333,62.38,91,97,2.75,light rain
621,Karatuzskoye,RU,53.6072,92.8667,-5.51,99,18,0.89,few clouds
622,Esperance,AU,-33.8667,121.9,64.24,68,11,23.55,few clouds
623,Jiblah,YE,13.9216,44.1467,59.63,69,99,4.85,overcast clouds
624,Okha,RU,53.5739,142.9478,10.53,94,100,18.43,light snow
625,Srednekolymsk,RU,67.45,153.6833,-40.22,100,55,4.52,broken clouds
626,Raudeberg,NO,61.9875,5.1352,40.19,89,100,7.0,overcast clouds
627,Rockland,US,41.1668,-74.0496,35.42,90,100,1.01,overcast clouds
628,Kuryk,KZ,43.2,51.65,35.33,77,43,9.53,scattered clouds
629,Bonthe,SL,7.5264,-12.505,85.87,62,92,14.2,overcast clouds
630,Malatya,TR,38.5,38.0,30.25,69,40,6.91,scattered clouds
631,Manjacaze,MZ,-24.7117,33.8828,77.02,78,31,11.27,light rain
632,Ostuacan,MX,17.4167,-93.3,65.25,86,88,3.67,overcast clouds
633,Sakaiminato,JP,35.55,133.2333,37.38,87,75,4.61,broken clouds
634,Constitucion,CL,-35.3333,-72.4167,69.89,62,45,6.78,scattered clouds
635,Xining,CN,36.6167,101.7667,14.65,68,35,2.98,scattered clouds
636,Kunya,NG,12.2233,8.5325,82.56,21,23,6.91,dust
637,Warrensburg,US,38.7628,-93.7361,37.42,67,100,7.0,overcast clouds
638,Grand Gaube,MU,-20.0064,57.6608,81.0,77,47,5.99,scattered clouds
639,Natal,BR,-5.795,-35.2094,88.45,58,40,13.8,scattered clouds
640,Luderitz,NA,-26.6481,15.1594,76.55,63,5,4.27,clear sky
641,Jinchang,CN,38.4953,102.1739,17.37,67,12,1.81,few clouds
642,Tabas,IR,33.5959,56.9244,53.33,35,98,8.1,overcast clouds
643,Nhulunbuy,AU,-12.2333,136.7667,79.41,89,96,0.0,overcast clouds
644,Devils Lake,US,48.1128,-98.8651,16.95,90,0,3.44,clear sky
645,Soverato,IT,38.685,16.5499,57.15,81,97,20.4,overcast clouds
646,Mindelo,CV,16.8901,-24.9804,78.35,50,20,17.27,few clouds
647,Madridejos,ES,39.4682,-3.532,63.64,30,0,13.04,clear sky
648,Moree,AU,-29.4667,149.85,66.22,59,75,10.36,broken clouds
649,Puqi,CN,29.7167,113.8833,34.03,100,100,3.67,overcast clouds
650,Belokurikha,RU,51.9959,84.9896,14.86,86,100,4.76,overcast clouds
651,Edd,ER,13.9297,41.6925,76.62,72,100,5.19,overcast clouds
652,Santa Cruz,BO,-17.8,-63.1667,82.45,51,40,20.71,scattered clouds
653,Grindavik,IS,63.8424,-22.4338,30.15,100,75,34.52,shower snow
654,Atambua,ID,-9.1061,124.8925,75.99,83,100,0.13,overcast clouds
655,Dwarka,IN,22.2394,68.9678,70.83,69,0,9.37,clear sky
656,Victoria Point,AU,-27.5833,153.3,68.92,83,13,1.01,few clouds
657,Ipixuna,BR,-1.7625,-48.8043,85.95,71,66,2.21,broken clouds
658,Saint-Francois,FR,46.4154,3.9054,47.64,53,0,10.36,clear sky
659,Moose Factory,CA,51.2585,-80.6094,-7.6,77,0,1.14,clear sky
660,Palana,RU,59.1167,159.9667,1.83,88,51,6.91,broken clouds
661,Eureka,US,40.8021,-124.1637,42.26,92,1,3.62,clear sky
662,Aranos,NA,-24.1333,19.1167,81.09,39,78,7.14,light rain
663,Quang Ngai,VN,15.1167,108.8,71.22,94,9,2.08,clear sky
664,Williston,US,48.147,-103.618,36.81,74,22,1.01,few clouds
665,Elat,IL,29.5581,34.9482,66.04,37,0,8.05,clear sky
666,Manassas,US,38.751,-77.4753,41.54,60,0,1.01,clear sky
